iter	RMSE
235	0.4595278765
236	0.4590635953
237	0.4588089208
238	0.4584221769
239	0.4583937881
240	0.4583685993
241	0.4577753971
242	0.4573496111
243	0.4569090232
244	0.4562121694
245	0.455798948
246	0.4552887721
247	0.4546787003
248	0.4543166708
249	0.4536304331
250	0.4532180473
251	0.4529217049
252	0.4525840411
253	0.4523545638
254	0.4519223657
255	0.4511100265
256	0.4507450051
257	0.4500320983
258	0.4496619943
259	0.4493022844
260	0.4490371235
261	0.4486428548
262	0.4481276098
263	0.4481040932
264	0.4477221851
265	0.4477010239
266	0.4475633302
267	0.4470831299
268	0.4467562087
269	0.4465085537
270	0.445876214
271	0.4457351119
272	0.4455113834
273	0.4450682083
274	0.4445534197
275	0.4439753202
276	0.4437446114
277	0.4434050398
278	0.4429676759
279	0.4429241305
280	0.4425524525
281	0.4421266428
282	0.4421098722
283	0.4418221725
284	0.441696808
285	0.4413858048
286	0.440750968
287	0.4407054255
288	0.440588498
289	0.4398650793
290	0.4395214155
291	0.4390260245
292	0.4387138968
293	0.4384696054
294	0.4382502428
295	0.4376978082
296	0.4371102333
297	0.4370196652
298	0.4363437907
299	0.4360564211
300	0.4358517411
301	0.4358325928
302	0.4355638545
303	0.435252966
304	0.435160842
305	0.4349511584
306	0.434487039
307	0.4343741741
308	0.4341002844
309	0.4336144904
310	0.4333611342
311	0.4330778236
312	0.4328111784
313	0.4321236565
314	0.4319399266
315	0.4316882954
316	0.4314473334
317	0.430868239
318	0.4306385219
319	0.4304011935
320	0.4298497299
321	0.4294474569
322	0.4290964008
323	0.4287428073
324	0.4284570249
325	0.4282440775
326	0.4278426801
327	0.4277064492
328	0.4273700047
329	0.4269515156
330	0.4265061656
331	0.4263670385
332	0.4262356496
333	0.4253140295
334	0.4250805903
335	0.4249791221
336	0.4248276997
337	0.4246495705
338	0.4244277693
339	0.4240748608
340	0.4237411871
341	0.4233230972
342	0.4229831948
343	0.4225994397
344	0.4222643308
345	0.4220421004
346	0.4217981155
347	0.4216657134
348	0.4214090421
349	0.4210744823
350	0.4208229655
351	0.4204649379
352	0.420284541
353	0.4200428881
354	0.4197187097
355	0.4194052337
356	0.4192286932
357	0.4191568085
358	0.4183146318
359	0.4179428324
360	0.4178244935
361	0.4175812761
362	0.4175222102
363	0.4173750993
364	0.4169676106
365	0.416854984
366	0.4164354699
367	0.4161118081
368	0.4157697518
369	0.415578488
370	0.4147864784
371	0.4146289671
372	0.4145212195
373	0.4141859574
374	0.4132179049
375	0.4127412419
376	0.4123951601
377	0.4118496307
378	0.4115464998
379	0.4114404013
380	0.4111452505
381	0.4103511825
382	0.4102895474
383	0.4100540613
384	0.4098700351
385	0.4095827058
386	0.4092465794
387	0.4088435836
388	0.4086269263
389	0.4084158579
390	0.4081527958
391	0.4078707381
392	0.4075308085
393	0.4072356726
394	0.4065513691
395	0.4062528212
396	0.4059133848
397	0.4054432749
398	0.4053395219
399	0.4052428052
400	0.4050037228
401	0.4047388653
402	0.4045664341
403	0.404360671
404	0.4040390476
405	0.4038982939
406	0.403515141
407	0.4029262194
408	0.4025324646
409	0.4023019447
410	0.4021813218
411	0.4020129011
412	0.4016837533
413	0.4016523825
414	0.4012650798
415	0.4009802983
416	0.4007239472
417	0.4005328705
418	0.400145505
419	0.3998852538
420	0.3997284305
421	0.3994804476
422	0.3992462595
423	0.3989158455
424	0.3986576732
425	0.3982359909
426	0.3978598976
427	0.3975901723
428	0.3973737158
429	0.3972317962
430	0.3968670276
431	0.3968109815
432	0.3964423548
433	0.3961993714
434	0.3958451607
435	0.3955949536
436	0.3953060202
437	0.3949991643
438	0.3949297254
439	0.3946939553
440	0.3944504877
441	0.3942222057
442	0.3938980569
443	0.3938800199
444	0.393659403
445	0.3934502178
446	0.3927913641
447	0.3925540392
448	0.3923188041
449	0.3919819738
450	0.3919644044
451	0.3917754957
452	0.3916850822
453	0.3915742734
454	0.3913339818
455	0.3910072539
456	0.3908332197
457	0.3907271232
458	0.390637185
459	0.3905292483
460	0.3902663241
461	0.3899490033
462	0.3898315556
463	0.3896731151
464	0.3893653921
465	0.3891098264
466	0.3885271527
467	0.3882282215
468	0.3879761316
469	0.3876286182
470	0.3874181819
471	0.3871830155
472	0.3866148699
473	0.3863943751
474	0.38626769
475	0.385833097
476	0.3857647759
477	0.3855040448
478	0.3852749228
479	0.3849986493
480	0.3846062182
481	0.38440759
482	0.384115505
483	0.3838792717
484	0.3835957831
485	0.3834037267
486	0.3832176974
487	0.3831221198
488	0.3828595906
489	0.3825840134
490	0.3824375542
491	0.3823003453
492	0.3817372972
493	0.3813793477
494	0.381154153
495	0.3808283403
496	0.3806299647
497	0.3803629569
498	0.3801461215
499	0.3799623799
500	0.3796399365
501	0.3795500954
502	0.3793376545
503	0.3792338985
504	0.3791535025
505	0.378668729
506	0.3785905634
507	0.3785527341
508	0.3780079357
509	0.3778123885
510	0.3776464177
511	0.3773277118
512	0.3771056374
513	0.3768596905
514	0.376630457
515	0.376244994
516	0.3760906761
517	0.3756998419
518	0.3755190202
519	0.3751119593
520	0.3750109478
521	0.3749024265
522	0.3746598772
523	0.3746274908
524	0.3744306385
525	0.37424648
526	0.3737047812
527	0.3733312867
528	0.3731151746
529	0.3730750584
530	0.3728288853
531	0.3724623786
532	0.3722301511
533	0.3719114041
534	0.3717835826
535	0.3717082185
536	0.3713455181
537	0.3709996035
538	0.3705987858
539	0.370432431
540	0.3702351292
541	0.3700082708
542	0.3696611473
543	0.3695517862
544	0.3692789369
545	0.3690652729
546	0.3688705146
547	0.3686292364
548	0.3682879742
549	0.3680076961
550	0.3678893868
551	0.3676613609
552	0.3674516397
553	0.3672486683
554	0.3671184631
555	0.3664061298
556	0.3660930336
557	0.366080452
558	0.3657761801
559	0.3655809528
560	0.3653230472
561	0.3652278996
562	0.3650139699
563	0.3648105391
564	0.3645970921
565	0.3645272434
566	0.3643196901
567	0.3639826678
568	0.3638924198
569	0.3636537002
570	0.3632115798
571	0.3630506638
572	0.3627899339
573	0.3626622155
574	0.362445827
575	0.3622732696
576	0.3620877169
577	0.3619992157
578	0.3614146462
579	0.3611406424
580	0.3609527608
581	0.3607868576
582	0.3604552826
583	0.3603302232
584	0.3602469274
585	0.359975884
586	0.3596728
587	0.3595925835
588	0.3594740292
589	0.359350861
590	0.3590954376
591	0.3589809212
592	0.3589531473
593	0.3586352374
594	0.3583738166
595	0.3582596748
596	0.3581523157
597	0.3580327241
598	0.3579065436
599	0.35758679
600	0.3574824903
601	0.3573812346
602	0.357356837
603	0.3572410338
604	0.3568291031
605	0.356686801
606	0.3564382951
607	0.356036208
608	0.3559401238
609	0.3554571372
610	0.3549893973
611	0.3547881201
612	0.3546947342
613	0.3542511416
614	0.3540506924
615	0.3537421026
616	0.3536366747
617	0.3536174235
618	0.3535279244
619	0.3534877476
620	0.3531914062
621	0.3531057418
622	0.3530225118
623	0.3526751844
624	0.3524055018
625	0.3520042561
626	0.3517931285
627	0.3514463828
628	0.3512523726
629	0.3511546395
630	0.3508659024
631	0.3506755762
632	0.3505852451
633	0.3504268822
634	0.3503709935
635	0.3502751612
636	0.3499831871
637	0.3497648304
638	0.3496685152
639	0.3496173272
640	0.3493355727
641	0.3491228002
642	0.3489831258
643	0.3484367254
644	0.3482627279
645	0.3480321071
646	0.3478256198
647	0.3471565154
648	0.3468623247
649	0.3466113097
650	0.3462808762
651	0.3462366214
652	0.345971527
653	0.345770021
654	0.345622186
655	0.344921391
656	0.3447219366
657	0.3444858331
658	0.3443187548
659	0.344176403
660	0.3438375897
661	0.3436570086
662	0.343361713
663	0.3430639429
664	0.3429526847
665	0.3428652413
666	0.3427668389
667	0.3425098746
668	0.3422597723
669	0.3420658496
670	0.3419590511
671	0.3418345671
672	0.3415366551
673	0.3413821838
674	0.341309299
675	0.3410884466
676	0.341003176
677	0.340613338
678	0.3404497186
679	0.3402054375
680	0.3399706664
681	0.3397304012
682	0.3395241953
683	0.3390676466
684	0.3390270692
685	0.3389571806
686	0.3385598928
687	0.338477804
688	0.3384048028
689	0.3383098107
690	0.3382416901
691	0.3381478623
692	0.3380864808
693	0.3380187909
694	0.3376868376
695	0.3374335429
696	0.3372568205
697	0.3371115334
698	0.3367938825
699	0.3365757183
700	0.3363573126
701	0.3361284331
702	0.3361126649
703	0.3358904865
704	0.3356200757
705	0.3352967122
706	0.3352045413
707	0.3349923936
708	0.3348011381
709	0.3345556488
710	0.3342235555
711	0.334141765
712	0.3338156764
713	0.3335962785
714	0.3335448504
715	0.3334823083
716	0.3330994318
717	0.3330036671
718	0.3329009267
719	0.3328104939
720	0.3326582308
721	0.3319900214
722	0.3319290924
723	0.3317243155
724	0.3314654315
725	0.3312672856
726	0.3310186866
727	0.3307224471
728	0.3306650015
729	0.3303967301
730	0.3303487574
731	0.3302931179
732	0.3302081449
733	0.3301540001
734	0.3299089183
735	0.3295135015
736	0.3293042661
737	0.3292713502
738	0.3290825035
739	0.3288460724
740	0.3287652931
741	0.3286748486
742	0.3285207505
743	0.328466685
744	0.3283760161
745	0.3276618922
746	0.3275124581
747	0.3269803881
748	0.3265519024
749	0.3263576321
750	0.3261717694
751	0.3259859817
752	0.3259090564
753	0.3258600976
754	0.3253987713
755	0.3253106162
756	0.3250660052
757	0.3248014085
758	0.3244188588
759	0.3243365314
760	0.3237910926
761	0.3233215698
762	0.3229023766
763	0.3227915883
764	0.3225124523
765	0.3224652446
766	0.3224181572
767	0.3221702631
768	0.3219873414
769	0.3216207311
770	0.3214430888
771	0.3213086993
772	0.3210393626
773	0.3207992389
774	0.3205820742
775	0.3201812399
776	0.3201144384
777	0.3198492319
778	0.3198039841
779	0.3194214028
780	0.3191649477
781	0.3190881822
782	0.3190443652
783	0.3190026103
784	0.3187739574
785	0.3186035433
786	0.3182437475
787	0.3179949918
788	0.3177585603
789	0.3177167008
790	0.3175095936
791	0.3172694829
792	0.3172296669
793	0.3169948569
794	0.3168307256
795	0.3165995149
796	0.3164219649
797	0.3162620561
798	0.3160010002
799	0.3159390492
800	0.3157135141
801	0.3155975793
802	0.3153925548
803	0.315354839
804	0.3149494609
805	0.3148029074
806	0.3146187289
807	0.3143891328
808	0.3140274474
809	0.313940742
810	0.3135494728
811	0.3131687996
812	0.312798396
813	0.3127601347
814	0.312596308
815	0.3124373561
816	0.3120475711
817	0.3119879899
818	0.3116749758
819	0.3114975619
820	0.31146218
821	0.3114270392
822	0.3112714211
823	0.3111221857
824	0.3110201284
825	0.310930626
826	0.310781619
827	0.3104189156
828	0.3103357769
829	0.3099779248
830	0.3098478273
831	0.309623079
832	0.3092693099
833	0.3090184696
834	0.3089848017
835	0.3086006534
836	0.3081452991
837	0.3078553321
838	0.30782324
839	0.3076920145
840	0.3075878903
841	0.307376624
842	0.3071890398
843	0.3065319341
844	0.3063326108
845	0.3060673622
846	0.3057314157
847	0.3056990963
848	0.3056861359
849	0.3056235584
850	0.3054442244
851	0.3051001325
852	0.3050446112
853	0.3047022457
854	0.3046399311
855	0.3044393527
856	0.3041058405
857	0.3039293956
858	0.3038993506
859	0.3037737421
860	0.3036401966
861	0.3036106996
862	0.3034605376
863	0.3033810768
864	0.3030703226
865	0.302739236
866	0.3024499707
867	0.302123535
868	0.3018066961
869	0.3015459312
870	0.3012345996
871	0.3011809005
872	0.3009942031
873	0.3008040453
874	0.3005004404
875	0.3003279818
876	0.2999175724
877	0.2997842553
878	0.2995168852
879	0.2994611506
880	0.2993593871
881	0.299206567
882	0.2991880673
883	0.2991611394
884	0.2990479671
885	0.2986995173
886	0.2978882537
887	0.2978619812
888	0.2975340205
889	0.2973907204
890	0.2972737734
891	0.297248034
892	0.2970488769
893	0.296937319
894	0.2966664989
895	0.2963636566
896	0.2959751798
897	0.2956804231
898	0.2954283553
899	0.2951853901
900	0.2950469531
901	0.2948153901
902	0.2945794759
903	0.2942937618
904	0.2938491727
905	0.2936112484
906	0.2934457236
907	0.2932486214
908	0.2930261125
909	0.2929452289
910	0.2928568757
911	0.2926286167
912	0.2922867006
913	0.2922729865
914	0.2922071656
915	0.2919904218
916	0.291813274
917	0.2916203797
918	0.2915543237
919	0.2914959365
920	0.2911753189
921	0.2909430068
922	0.2907626515
923	0.2907381486
924	0.2905330243
925	0.2903718004
926	0.2900874704
927	0.2899951824
928	0.2896509017
929	0.2896380961
930	0.2894832171
931	0.2894709112
932	0.2894469931
933	0.2893622584
934	0.2890851961
935	0.288874138
936	0.2887231079
937	0.2885876355
938	0.288408795
939	0.2882977939
940	0.2882655768
941	0.2879832367
942	0.2877030079
943	0.2876850787
944	0.2875313814
945	0.2873832737
946	0.2872802104
947	0.2871853079
948	0.2867323503
949	0.2867142902
950	0.2865439746
951	0.2864555123
952	0.2863038131
953	0.2861721255
954	0.2861602617
955	0.2860240162
956	0.2859368162
957	0.2858806276
958	0.2857321245
959	0.2856344974
960	0.2854143781
961	0.2852305594
962	0.2850269659
963	0.285004753
964	0.284788366
965	0.2845722407
966	0.284172591
967	0.2840338511
968	0.2840176393
969	0.2838189157
970	0.2837481001
971	0.2837325982
972	0.2835501812
973	0.2834467242
974	0.2833875638
975	0.2832081522
976	0.2830493618
977	0.2830293843
978	0.2828931475
979	0.2826338068
980	0.2824088573
981	0.2823882086
982	0.2823715208
983	0.282351576
984	0.2823110445
985	0.2821532916
986	0.2818668023
987	0.2817279183
988	0.281581595
989	0.2815237139
990	0.2814672991
991	0.2812638512
992	0.2810708661
993	0.2810173693
994	0.2809980588
995	0.280986571
996	0.28078789
997	0.2805839271
998	0.2805169486
999	0.2804651638
